latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.24458,-70.40698,307.51,1.6,1.25,2025-04-21,0217,T,72,6.1NRT,295.86,12.19,N
19.00901,-71.41751,306.32,1.4,1.17,2025-04-21,0217,T,68,6.1NRT,290.2,12.89,N
20.59392,-76.79708,312.44,1.03,1.02,2025-04-21,0217,T,85,6.1NRT,294.46,10.63,N
20.76425,-76.50839,320.13,1.02,1.01,2025-04-21,0217,T,100,6.1NRT,294.07,17.14,N
21.00902,-78.39776,312.72,1.18,1.08,2025-04-21,0217,T,86,6.1NRT,294.89,12.71,N
21.4201,-77.08092,319.14,1.04,1.02,2025-04-21,0217,T,98,6.1NRT,294.95,16.51,N
21.45135,-77.67837,315.16,1.08,1.04,2025-04-21,0217,T,91,6.1NRT,294.21,14.24,N
21.44982,-77.6885,304.66,1.08,1.04,2025-04-21,0217,T,60,6.1NRT,294.08,5.55,N
21.53037,-78.55092,304.75,1.18,1.08,2025-04-21,0217,T,61,6.1NRT,294.07,6.33,N
21.84875,-77.867,313.84,1.09,1.04,2025-04-21,0217,T,88,6.1NRT,294.56,12.53,N
22.19982,-80.62289,316.45,1.54,1.22,2025-04-21,0217,T,93,6.1NRT,294.22,25.13,N
22.32824,-80.80459,303.64,1.57,1.24,2025-04-21,0217,T,56,6.1NRT,293.53,8.19,N
22.45467,-80.21233,310.87,1.43,1.18,2025-04-21,0217,T,81,6.1NRT,288.2,17.98,N
22.45242,-80.22574,307.32,1.43,1.18,2025-04-21,0217,T,71,6.1NRT,287.55,13.86,N
22.31194,-81.64346,317.35,1.8,1.32,2025-04-21,0217,T,95,6.1NRT,293.16,33.52,N
22.30896,-81.66029,311,1.81,1.32,2025-04-21,0217,T,81,6.1NRT,293.03,21.37,N
22.56547,-80.29539,302.36,1.44,1.19,2025-04-21,0217,T,49,6.1NRT,292.3,7.49,N
22.61269,-80.3111,303.09,1.44,1.19,2025-04-21,0217,T,52,6.1NRT,292.44,8.44,N
22.72892,-81.44704,305.47,1.71,1.28,2025-04-21,0217,T,64,6.1NRT,292.54,12.52,N
22.74011,-81.44934,318.7,1.71,1.28,2025-04-21,0217,T,97,6.1NRT,292.54,33.78,N
22.36725,-83.92951,303.13,2.65,1.56,2025-04-21,0217,T,43,6.1NRT,290.94,21.94,N
22.38057,-83.93375,311.1,2.65,1.56,2025-04-21,0217,T,82,6.1NRT,291.71,42.59,N
22.37585,-83.9585,301.63,2.66,1.57,2025-04-21,0217,T,38,6.1NRT,291.59,15.64,N
26.44369,-77.13676,314.48,1,1,2025-04-21,0219,T,85,6.1NRT,291.75,12.95,N
26.44232,-77.14651,312.56,1,1,2025-04-21,0219,T,79,6.1NRT,291.57,11.15,N
26.4511,-77.14806,316.19,1,1,2025-04-21,0219,T,90,6.1NRT,291.15,14.5,N
26.95858,-81.11993,315.96,1.36,1.16,2025-04-21,0219,T,92,6.1NRT,287.9,22.46,N
26.95634,-81.13319,301.1,1.37,1.16,2025-04-21,0219,T,38,6.1NRT,286.38,6.54,N
26.96867,-81.12209,300.66,1.36,1.16,2025-04-21,0219,T,32,6.1NRT,287.99,5.85,N
17.8996,-92.4919,305.62,2.49,1.52,2025-04-21,0353,T,65,6.1NRT,292.87,17.21,N
17.88926,-93.19373,309.37,2.19,1.44,2025-04-21,0353,T,77,6.1NRT,294.71,22.69,N
17.90416,-93.17486,340.79,2.2,1.44,2025-04-21,0353,T,100,6.1NRT,292.76,138.02,N
17.90195,-93.19521,335.62,2.19,1.44,2025-04-21,0353,T,100,6.1NRT,294.76,108.52,N
18.04861,-93.40639,305.06,2.12,1.42,2025-04-21,0353,T,59,6.1NRT,293.86,13.64,N
18.10082,-93.39268,312.36,2.13,1.42,2025-04-21,0353,T,85,6.1NRT,294.19,25.71,N
18.10455,-93.37875,307.75,2.14,1.42,2025-04-21,0353,T,72,6.1NRT,294.11,18.15,N
18.10248,-93.39847,307.12,2.13,1.42,2025-04-21,0353,T,70,6.1NRT,293.99,16.73,N
17.98018,-94.533,308.05,1.74,1.29,2025-04-21,0353,T,73,6.1NRT,293.46,13.63,N
18.09477,-94.03691,305.17,1.9,1.35,2025-04-21,0353,T,63,6.1NRT,292.39,12.29,N
18.09279,-94.05442,315.74,1.9,1.35,2025-04-21,0353,T,92,6.1NRT,293.04,32.39,N
17.68628,-98.46903,307.66,1.04,1.02,2025-04-21,0353,T,72,6.1NRT,291.74,7.74,N
17.68503,-98.47849,307.88,1.04,1.02,2025-04-21,0353,T,73,6.1NRT,292.1,7.71,N
18.11321,-95.07703,306.16,1.6,1.24,2025-04-21,0353,T,45,6.1NRT,273.22,13.4,N
17.69647,-98.46084,304.47,1.04,1.02,2025-04-21,0353,T,19,6.1NRT,290.95,5.22,N
17.69519,-98.47055,311.46,1.04,1.02,2025-04-21,0353,T,78,6.1NRT,291.51,9.99,N
17.72965,-98.48537,305.37,1.04,1.02,2025-04-21,0353,T,64,6.1NRT,290.42,6.68,N
18.42326,-93.19001,306.78,2.23,1.45,2025-04-21,0353,T,69,6.1NRT,295.7,14.46,N
17.7949,-98.48198,300.11,1.04,1.02,2025-04-21,0353,T,17,6.1NRT,288.82,3.85,N
17.77997,-99.47309,308.58,1,1,2025-04-21,0353,T,75,6.1NRT,292.85,7.97,N
17.86833,-99.71414,315.64,1,1,2025-04-21,0353,T,91,6.1NRT,295.16,12.72,N
18.72644,-99.15894,304.07,1.01,1.01,2025-04-21,0355,T,56,6.1NRT,293.62,4.13,N
17.87584,-99.72466,304.71,1,1,2025-04-21,0353,T,47,6.1NRT,292.63,5.44,N
17.90521,-100.68066,306.07,1.02,1.01,2025-04-21,0353,T,61,6.1NRT,290.04,5.82,N
17.91888,-100.65926,301.37,1.02,1.01,2025-04-21,0353,T,18,6.1NRT,287.75,3.33,N
18.53031,-100.69942,331.33,1.02,1.01,2025-04-21,0355,T,100,6.1NRT,289.81,29.67,N
18.02307,-100.18243,307.37,1.01,1,2025-04-21,0353,T,60,6.1NRT,296.78,4.95,N
18.52898,-100.7087,328.65,1.02,1.01,2025-04-21,0355,T,100,6.1NRT,286.42,26.1,N
18.03055,-100.19311,312.15,1.01,1,2025-04-21,0353,T,78,6.1NRT,297.54,7.4,N
18.52761,-100.71835,301.44,1.02,1.01,2025-04-21,0355,T,21,6.1NRT,285.1,2.16,N
18.02924,-100.20245,314.31,1.01,1,2025-04-21,0353,T,88,6.1NRT,298.05,9.05,N
18.03803,-100.20393,311.8,1.01,1,2025-04-21,0353,T,54,6.1NRT,298.46,6.64,N
18.53916,-100.7009,342.48,1.02,1.01,2025-04-21,0355,T,100,6.1NRT,288.8,47.08,N
18.53782,-100.71027,340.37,1.02,1.01,2025-04-21,0355,T,100,6.1NRT,287.18,43.29,N
18.04683,-100.20535,312.98,1.01,1,2025-04-21,0353,T,77,6.1NRT,298.85,7.26,N
18.23755,-98.88633,307.59,1.02,1.01,2025-04-21,0353,T,67,6.1NRT,295.71,6.14,N
19.14578,-99.81097,301.65,1,1,2025-04-21,0355,T,43,6.1NRT,268.45,8.95,N
18.2363,-98.8956,320.19,1.02,1.01,2025-04-21,0353,T,100,6.1NRT,296.15,16.83,N
18.24518,-98.89688,313.3,1.02,1.01,2025-04-21,0353,T,85,6.1NRT,295.22,10.32,N
19.02068,-100.69992,305.18,1.01,1.01,2025-04-21,0355,T,63,6.1NRT,284.21,5.73,N
18.82239,-102.60638,307.27,1.19,1.09,2025-04-21,0355,T,31,6.1NRT,292.03,5.93,N
18.06442,-100.20817,309.78,1.01,1,2025-04-21,0353,T,77,6.1NRT,299.21,5.18,N
18.25859,-98.87691,305.11,1.02,1.01,2025-04-21,0353,T,59,6.1NRT,294.55,4.02,N
18.82066,-102.61785,316.62,1.19,1.09,2025-04-21,0355,T,94,6.1NRT,292.49,15.4,N
18.27002,-98.85896,318.6,1.02,1.01,2025-04-21,0353,T,97,6.1NRT,297.69,13.81,N
18.82605,-102.61354,309.25,1.19,1.09,2025-04-21,0355,T,45,6.1NRT,292.48,9.31,N
18.26874,-98.86855,316.93,1.02,1.01,2025-04-21,0353,T,94,6.1NRT,297.92,12.56,N
18.26748,-98.87802,344.51,1.02,1.01,2025-04-21,0353,T,100,6.1NRT,298.76,50.6,N
19.04474,-101.91541,305.24,1.1,1.05,2025-04-21,0355,T,63,6.1NRT,294.68,5.11,N
18.27765,-98.8696,316.75,1.02,1.01,2025-04-21,0353,T,93,6.1NRT,297.55,12.52,N
18.27638,-98.87912,315.68,1.02,1.01,2025-04-21,0353,T,91,6.1NRT,296.38,11.8,N
19.47365,-101.95701,301.64,1.09,1.04,2025-04-21,0355,T,43,6.1NRT,287.41,6.62,N
17.97117,-101.31051,300.03,1.07,1.03,2025-04-21,0353,T,11,6.1NRT,279.32,6.17,N
19.71959,-100.83483,314.53,1.01,1.01,2025-04-21,0355,T,89,6.1NRT,283.16,15.52,N
18.34467,-99.60283,321.14,1,1,2025-04-21,0353,T,100,6.1NRT,300.2,15.36,N
19.71824,-100.84436,315.96,1.01,1.01,2025-04-21,0355,T,92,6.1NRT,283.44,16.73,N
18.34341,-99.6121,319.2,1,1,2025-04-21,0353,T,98,6.1NRT,299.5,13.5,N
19.72703,-100.8459,314.25,1.01,1.01,2025-04-21,0355,T,89,6.1NRT,285.19,15.26,N
18.35218,-99.61356,308.14,1,1,2025-04-21,0353,T,72,6.1NRT,296.93,5.36,N
18.38603,-99.62807,314.31,1,1,2025-04-21,0353,T,89,6.1NRT,299.35,10.03,N
19.5408,-102.67884,301.95,1.18,1.08,2025-04-21,0355,T,45,6.1NRT,289.36,4.32,N
18.37636,-100.10239,306.17,1,1,2025-04-21,0353,T,67,6.1NRT,291.24,6.17,N
20.01342,-100.39618,301.1,1,1,2025-04-21,0355,T,37,6.1NRT,284.43,5.81,N
20.52798,-100.92679,304.75,1.01,1,2025-04-21,0355,T,61,6.1NRT,293.8,5.27,N
20.57617,-101.17278,306.28,1.02,1.01,2025-04-21,0355,T,67,6.1NRT,282.8,8.6,N
20.37342,-103.86785,337.11,1.34,1.15,2025-04-21,0355,T,100,6.1NRT,292.92,59.37,N
20.37148,-103.88014,310.66,1.34,1.15,2025-04-21,0355,T,81,6.1NRT,291.66,15.17,N
20.76544,-101.71399,305.41,1.05,1.02,2025-04-21,0355,T,64,6.1NRT,288.9,7.33,N
20.59186,-104.17326,315.67,1.39,1.17,2025-04-21,0355,T,92,6.1NRT,280.03,25.07,N
20.74529,-103.59925,303.44,1.27,1.12,2025-04-21,0355,T,55,6.1NRT,289.8,8.91,N
21.79147,-98.4567,304.03,1.12,1.05,2025-04-21,0355,T,55,6.1NRT,288.76,6.2,N
21.20743,-103.07452,314.81,1.17,1.08,2025-04-21,0355,T,90,6.1NRT,290.29,17.95,N
21.20564,-103.08613,319.37,1.18,1.08,2025-04-21,0355,T,98,6.1NRT,290.35,22.69,N
22.03158,-99.99419,327.02,1.01,1.01,2025-04-21,0355,T,100,6.1NRT,288.08,26.34,N
22.48363,-103.38099,304.45,1.17,1.08,2025-04-21,0357,T,22,6.1NRT,287.35,8.68,N
22.4992,-103.37804,304.98,1.17,1.08,2025-04-21,0357,T,26,6.1NRT,286.7,9.62,N
22.51033,-103.36873,308.93,1.17,1.08,2025-04-21,0357,T,61,6.1NRT,286.95,12.98,N
22.50855,-103.37999,311.01,1.17,1.08,2025-04-21,0357,T,81,6.1NRT,285.22,15.05,N
22.64597,-105.35753,307.61,1.53,1.22,2025-04-21,0357,T,72,6.1NRT,293.22,14.09,N
22.87845,-105.03949,307.33,1.44,1.19,2025-04-21,0357,T,64,6.1NRT,288.32,14.1,N
22.87617,-105.05349,304.99,1.45,1.19,2025-04-21,0357,T,55,6.1NRT,288.59,12.38,N
22.8741,-105.04493,306.24,1.44,1.19,2025-04-21,0357,T,23,6.1NRT,288.63,12.29,N
23.5513,-106.08306,308.41,1.65,1.26,2025-04-21,0357,T,74,6.1NRT,295.2,15.38,N
23.67539,-106.09937,307.16,1.64,1.26,2025-04-21,0357,T,70,6.1NRT,294.7,13.56,N
25.13244,-99.79796,340.62,1.06,1.03,2025-04-21,0357,T,100,6.1NRT,292.98,49.17,N
25.13115,-99.80817,307.95,1.06,1.03,2025-04-21,0357,T,73,6.1NRT,290.28,9.35,N
24.18771,-106.28754,315.1,1.65,1.26,2025-04-21,0357,T,91,6.1NRT,294.04,24.87,N
24.20641,-106.24557,306.99,1.64,1.26,2025-04-21,0357,T,57,6.1NRT,294.91,12.56,N
24.25685,-106.35641,316.48,1.67,1.27,2025-04-21,0357,T,93,6.1NRT,292.91,27.51,N
24.26771,-106.35973,311.87,1.67,1.27,2025-04-21,0357,T,46,6.1NRT,294.01,19.55,N
24.26543,-106.37275,319.68,1.67,1.27,2025-04-21,0357,T,93,6.1NRT,292.63,34.34,N
24.27617,-106.37682,306.86,1.67,1.27,2025-04-21,0357,T,30,6.1NRT,291.78,14.25,N
24.29823,-106.3157,305.02,1.65,1.26,2025-04-21,0357,T,61,6.1NRT,291.91,13.44,N
24.3344,-106.17133,303.34,1.62,1.25,2025-04-21,0357,T,55,6.1NRT,287.06,15.16,N
24.34889,-106.21838,311.35,1.63,1.26,2025-04-21,0357,T,82,6.1NRT,285.58,24.69,N
24.35012,-106.22568,304.66,1.63,1.26,2025-04-21,0357,T,61,6.1NRT,285.56,16.95,N
25.11675,-107.12494,304.61,1.81,1.32,2025-04-21,0357,T,61,6.1NRT,292.49,14.11,N
25.20432,-107.03355,311.17,1.78,1.31,2025-04-21,0357,T,50,6.1NRT,292.28,20.95,N
25.2127,-107.05292,317.14,1.79,1.31,2025-04-21,0357,T,92,6.1NRT,292.84,32.4,N
25.21312,-107.04127,316.71,1.78,1.31,2025-04-21,0357,T,94,6.1NRT,292.93,31.02,N
25.20991,-107.05871,307.76,1.79,1.31,2025-04-21,0357,T,17,6.1NRT,292.44,15.47,N
25.22084,-107.06356,306.71,1.79,1.31,2025-04-21,0357,T,39,6.1NRT,293.32,14.31,N
25.94736,-107.28522,313.72,1.79,1.31,2025-04-21,0357,T,88,6.1NRT,289.96,29.77,N
26.31432,-106.66856,303.03,1.6,1.25,2025-04-21,0357,T,53,6.1NRT,282.1,17.71,N
27.93305,-97.32312,327.19,1.53,1.22,2025-04-21,0357,T,100,6.1NRT,293.08,45.87,N
28.05564,-97.43792,308.68,1.5,1.21,2025-04-21,0357,T,75,6.1NRT,292.14,14.31,N
28.05968,-97.44426,305.09,1.5,1.21,2025-04-21,0357,T,63,6.1NRT,292.25,9.35,N
28.10854,-107.60366,309.14,1.7,1.28,2025-04-21,0357,T,77,6.1NRT,280.35,27.54,N
28.12864,-107.55679,304.86,1.69,1.28,2025-04-21,0357,T,62,6.1NRT,281.72,20.27,N
31.95179,-99.72126,301.81,1.24,1.11,2025-04-21,0400,T,44,6.1NRT,285.61,9.4,N
31.95037,-99.73395,312.76,1.24,1.11,2025-04-21,0400,T,86,6.1NRT,285.74,19.14,N
41.63704,-87.12576,302.17,1.49,1.21,2025-04-21,0917,A,47,6.1NRT,285.86,11.66,N
27.93656,-97.32169,336.39,1.01,1.01,2025-04-21,0922,A,100,6.1NRT,292.43,37.66,N
27.93512,-97.31174,337.38,1.01,1.01,2025-04-21,0922,A,100,6.1NRT,292.94,39.28,N
27.92776,-97.32327,305.48,1.01,1.01,2025-04-21,0922,A,64,6.1NRT,292.49,6.25,N
27.92632,-97.31332,309.71,1.01,1.01,2025-04-21,0922,A,78,6.1NRT,292.43,9.15,N
25.13314,-99.79578,326.87,1.15,1.07,2025-04-21,0922,A,100,6.1NRT,291.58,32.27,N
22.26643,-97.80647,305.56,1,1,2025-04-21,0922,A,50,6.1NRT,290.97,7.89,N
21.2123,-103.07812,302.76,1.61,1.25,2025-04-21,0924,A,51,6.1NRT,285.24,15.36,N
19.45395,-92.08515,306.39,2.19,1.44,2025-04-21,0924,A,45,6.1NRT,292.65,17.7,N
19.73721,-100.83788,303.96,1.13,1.06,2025-04-21,0924,A,49,6.1NRT,285.67,9.06,N
19.73023,-100.84463,313.92,1.13,1.06,2025-04-21,0924,A,88,6.1NRT,286.69,18.04,N
19.72874,-100.83403,306.92,1.13,1.06,2025-04-21,0924,A,70,6.1NRT,286.11,12.1,N
19.71938,-100.83463,315.42,1.13,1.06,2025-04-21,0924,A,91,6.1NRT,286.24,19.46,N
18.51022,-96.14867,302.54,1.2,1.09,2025-04-21,0924,A,50,6.1NRT,291.36,5.08,N
18.50841,-96.13767,305.2,1.2,1.09,2025-04-21,0924,A,63,6.1NRT,292.08,7.17,N
18.09404,-94.05114,304.26,1.67,1.27,2025-04-21,0924,A,59,6.1NRT,285.34,11.66,N
18.09141,-94.03597,304.33,1.67,1.27,2025-04-21,0924,A,60,6.1NRT,285.79,11.63,N
17.90712,-93.19386,308.78,1.95,1.36,2025-04-21,0924,A,75,6.1NRT,293.87,18.93,N
17.90393,-93.17616,351.62,1.95,1.36,2025-04-21,0924,A,100,6.1NRT,294.93,171.43,N
19.02961,-100.19476,300.12,1.05,1.02,2025-04-21,0924,A,17,6.1NRT,287.74,5.78,N
17.89208,-93.17852,307.99,1.95,1.36,2025-04-21,0924,A,73,6.1NRT,293.77,17.64,N
17.84344,-93.11457,356.2,1.98,1.37,2025-04-21,0924,A,100,6.1NRT,294.56,204.65,N
17.84012,-93.09663,307.27,1.98,1.37,2025-04-21,0924,A,71,6.1NRT,293.23,17.73,N
17.85096,-93.12027,336,1.98,1.37,2025-04-21,0924,A,100,6.1NRT,294.02,97.85,N
17.84779,-93.10228,326.6,1.98,1.37,2025-04-21,0924,A,100,6.1NRT,293.69,64.79,N
17.83906,-93.12267,313.29,1.98,1.37,2025-04-21,0924,A,87,6.1NRT,293.42,29.4,N
17.83586,-93.10469,312.49,1.98,1.37,2025-04-21,0924,A,85,6.1NRT,293.33,28.11,N
18.27325,-98.87595,304.59,1,1,2025-04-21,0924,A,61,6.1NRT,280.11,6.93,N
18.34344,-99.60402,302.22,1.01,1.01,2025-04-21,0924,A,41,6.1NRT,291.29,4.77,N
18.1966,-100.30315,313.74,1.05,1.02,2025-04-21,0924,A,88,6.1NRT,294.6,12.16,N
18.18769,-100.30482,307.53,1.05,1.02,2025-04-21,0924,A,72,6.1NRT,293.17,7.8,N
18.03283,-100.19405,306.55,1.04,1.02,2025-04-21,0924,A,68,6.1NRT,294.79,6.11,N
17.69145,-98.46432,301.7,1.01,1.01,2025-04-21,0924,A,43,6.1NRT,287.8,5.7,N
17.86924,-99.70909,300.24,1.01,1.01,2025-04-21,0924,A,22,6.1NRT,289.69,4.43,N
17.93237,-100.65347,309.05,1.07,1.03,2025-04-21,0924,A,76,6.1NRT,288.97,9.24,N
17.92332,-100.65469,305.79,1.07,1.03,2025-04-21,0924,A,32,6.1NRT,286.91,6.55,N
42.68578,-111.58882,304.21,1.45,1.19,2025-04-21,1056,A,59,6.1NRT,272.96,18.31,N
19.40598,-155.27594,306.94,2.5,1.52,2025-04-21,1242,A,50,6.1NRT,289.37,37.83,N
21.58387,-78.56622,318.22,2.34,1.48,2025-04-21,1425,T,68,6.1NRT,301.59,32.98,D
18.94618,-71.56855,315.37,1.01,1,2025-04-21,1425,T,67,6.1NRT,303.13,5.72,D
18.63265,-70.03883,314.57,1.12,1.06,2025-04-21,1425,T,67,6.1NRT,291.86,11.23,D
18.57684,-70.82679,321.07,1.05,1.02,2025-04-21,1425,T,73,6.1NRT,300.36,13.76,D
18.55015,-71.39011,311.64,1.02,1.01,2025-04-21,1425,T,33,6.1NRT,300.03,6.03,D
18.35511,-71.26023,322.95,1.03,1.01,2025-04-21,1425,T,73,6.1NRT,308.38,8.91,D
17.96312,-71.41579,331.42,1.02,1.01,2025-04-21,1425,T,84,6.1NRT,302.32,25.13,D
17.96172,-71.40641,316.81,1.02,1.01,2025-04-21,1425,T,68,6.1NRT,300.43,8.67,D
17.93313,-76.77335,311.73,1.53,1.22,2025-04-21,1427,T,51,6.1NRT,300.89,12.72,D
45.80827,-73.45222,303.56,2.12,1.42,2025-04-21,1418,T,56,6.1NRT,287,11.86,D
47.81521,-95.89219,311.48,1.7,1.28,2025-04-21,1556,T,71,6.1NRT,290.48,15.55,D
47.80391,-95.89407,359.57,1.7,1.28,2025-04-21,1556,T,99,6.1NRT,293.71,177.83,D
47.80213,-95.87186,306.53,1.69,1.28,2025-04-21,1556,T,39,6.1NRT,289.41,8.01,D
43.95424,-95.17867,306.13,1.4,1.17,2025-04-21,1556,T,47,6.1NRT,290.92,6.96,D
43.95756,-95.18425,305.68,1.4,1.17,2025-04-21,1556,T,45,6.1NRT,290.78,6.56,D
43.05145,-94.97237,310.84,1.33,1.14,2025-04-21,1556,T,63,6.1NRT,289.98,12.32,D
42.80068,-100.17445,327.37,2.61,1.55,2025-04-21,1556,T,82,6.1NRT,299.13,72.56,D
42.80763,-100.18094,314.91,2.61,1.55,2025-04-21,1556,T,49,6.1NRT,298.99,22.11,D
42.79391,-100.1821,318.08,2.61,1.55,2025-04-21,1556,T,71,6.1NRT,299.52,34.56,D
42.79205,-100.15115,313.19,2.6,1.55,2025-04-21,1556,T,46,6.1NRT,299.07,18.49,D
41.20594,-95.10825,307.92,1.28,1.12,2025-04-21,1558,T,61,6.1NRT,293.45,5.53,D
40.95078,-93.86384,302.9,1.13,1.06,2025-04-21,1558,T,51,6.1NRT,289.15,4.77,D
41.12811,-96.04531,309.3,1.42,1.18,2025-04-21,1558,T,60,6.1NRT,294.64,7.96,D
41.12188,-96.05247,310.82,1.42,1.18,2025-04-21,1558,T,64,6.1NRT,294.52,9.43,D
40.50773,-97.3452,309.48,1.65,1.26,2025-04-21,1558,T,49,6.1NRT,292.35,11.74,D
40.50741,-97.35122,310.11,1.65,1.26,2025-04-21,1558,T,53,6.1NRT,292.42,13.27,D
39.62454,-93.70201,304.7,1.08,1.04,2025-04-21,1558,T,59,6.1NRT,290.5,5.94,D
39.62302,-93.68974,310.89,1.08,1.04,2025-04-21,1558,T,70,6.1NRT,290.75,10.56,D
36.82748,-94.37064,302.7,1.08,1.04,2025-04-21,1558,T,45,6.1NRT,292.21,3.67,D
36.21958,-97.28639,303.87,1.45,1.19,2025-04-21,1558,T,40,6.1NRT,292.82,5.56,D
34.29985,-85.1552,309.22,2.29,1.46,2025-04-21,1558,T,64,6.1NRT,291.8,19.65,D
35.56352,-92.52808,315.17,1,1,2025-04-21,1558,T,75,6.1NRT,290.24,12.16,D
35.46038,-93.10147,300.92,1,1,2025-04-21,1558,T,39,6.1NRT,290.85,2.99,D
35.37548,-93.96545,313.03,1.03,1.01,2025-04-21,1558,T,72,6.1NRT,294.14,10.16,D
35.37403,-93.95445,305.13,1.03,1.01,2025-04-21,1558,T,57,6.1NRT,293.51,4.48,D
35.79051,-98.27975,309.73,1.64,1.26,2025-04-21,1558,T,62,6.1NRT,294.33,13.5,D
35.12262,-92.74007,305.89,1,1,2025-04-21,1558,T,0,6.1NRT,294.86,3.99,D
35.43362,-97.22832,309.11,1.4,1.17,2025-04-21,1601,T,62,6.1NRT,295.11,8.61,D
34.80967,-92.4968,309.26,1,1,2025-04-21,1601,T,68,6.1NRT,296.42,7.54,D
33.06041,-83.67419,305.96,3.08,1.67,2025-04-21,1601,T,60,6.1NRT,286.1,28.69,D
33.05946,-83.68134,305.13,3.08,1.67,2025-04-21,1601,T,59,6.1NRT,286.15,26.47,D
34.31209,-92.39938,307.74,1.01,1,2025-04-21,1601,T,48,6.1NRT,297.27,5.69,D
32.48405,-83.48352,318.79,3.28,1.71,2025-04-21,1601,T,78,6.1NRT,289.01,85.35,D
32.48541,-83.49008,314.53,3.28,1.71,2025-04-21,1601,T,73,6.1NRT,289.06,60.04,D
34.35899,-94.93351,326.67,1.07,1.03,2025-04-21,1601,T,84,6.1NRT,296.68,25.13,D
34.34993,-94.93522,338.22,1.07,1.03,2025-04-21,1601,T,91,6.1NRT,297.7,41.76,D
34.3485,-94.92401,327.94,1.07,1.03,2025-04-21,1601,T,85,6.1NRT,297.41,25.66,D
33.7296,-95.19538,312.01,1.08,1.04,2025-04-21,1601,T,68,6.1NRT,297.05,9.39,D
33.72816,-95.18404,333.22,1.08,1.04,2025-04-21,1601,T,87,6.1NRT,297.61,34.22,D
33.65233,-94.95106,310.89,1.06,1.03,2025-04-21,1601,T,65,6.1NRT,297.5,7.89,D
33.65243,-95.61517,310.94,1.12,1.05,2025-04-21,1601,T,54,6.1NRT,299.08,6.14,D
33.45155,-94.14046,307.35,1.02,1.01,2025-04-21,1601,T,49,6.1NRT,296.6,4.09,D
32.32782,-87.76489,310.99,1.71,1.28,2025-04-21,1601,T,66,6.1NRT,292.7,15.64,D
33.62077,-96.11675,308.64,1.17,1.08,2025-04-21,1601,T,59,6.1NRT,295.08,7.33,D
32.32869,-87.77026,310.88,1.71,1.28,2025-04-21,1601,T,66,6.1NRT,293.26,14.54,D
33.54107,-95.74295,309.36,1.13,1.06,2025-04-21,1601,T,61,6.1NRT,299.03,5.76,D
33.80745,-98.74413,308.83,1.65,1.26,2025-04-21,1601,T,45,6.1NRT,296.83,8.66,D
33.45514,-95.94645,322.13,1.15,1.07,2025-04-21,1601,T,79,6.1NRT,297.91,19.58,D
33.0513,-94.79443,309.13,1.04,1.02,2025-04-21,1601,T,63,6.1NRT,295.85,6.84,D
32.98513,-94.99105,315.25,1.05,1.02,2025-04-21,1601,T,72,6.1NRT,296.46,11.28,D
31.80995,-87.67939,307.83,1.78,1.31,2025-04-21,1601,T,49,6.1NRT,293.82,9.07,D
31.79867,-87.68239,308.28,1.78,1.31,2025-04-21,1601,T,60,6.1NRT,292.32,10.02,D
31.8067,-87.84751,313.97,1.74,1.29,2025-04-21,1601,T,71,6.1NRT,294.11,18.37,D
32.90795,-94.6834,310.92,1.03,1.02,2025-04-21,1601,T,67,6.1NRT,294.54,7.69,D
32.90652,-94.67266,330.09,1.03,1.02,2025-04-21,1601,T,86,6.1NRT,295.87,27.51,D
31.79551,-87.85029,314.15,1.74,1.29,2025-04-21,1601,T,71,6.1NRT,294.42,18.99,D
32.89763,-94.67433,331.01,1.03,1.02,2025-04-21,1601,T,86,6.1NRT,295.23,28.27,D
32.80216,-94.44704,305.63,1.02,1.01,2025-04-21,1601,T,57,6.1NRT,295.14,4.95,D
31.30478,-86.59216,310.8,2.16,1.43,2025-04-21,1601,T,66,6.1NRT,294.86,20.2,D
32.65258,-95.48263,307.48,1.08,1.04,2025-04-21,1601,T,48,6.1NRT,296.26,5.23,D
32.48137,-94.25647,324.23,1.01,1.01,2025-04-21,1601,T,82,6.1NRT,294.86,20.14,D
32.42861,-94.68192,311.15,1.03,1.01,2025-04-21,1601,T,52,6.1NRT,297.5,7.22,D
32.73057,-98.69073,314.63,1.58,1.24,2025-04-21,1601,T,63,6.1NRT,299.05,15.54,D
32.72894,-98.67433,311.03,1.58,1.24,2025-04-21,1601,T,50,6.1NRT,297.82,9.97,D
32.6943,-98.54707,345.34,1.55,1.23,2025-04-21,1601,T,93,6.1NRT,299.96,89.89,D
32.70229,-98.55258,310.97,1.55,1.23,2025-04-21,1601,T,19,6.1NRT,299.01,8.36,D
32.6915,-98.55422,331.78,1.55,1.23,2025-04-21,1601,T,85,6.1NRT,299.7,49.1,D
30.79059,-86.56161,313.09,2.23,1.45,2025-04-21,1601,T,63,6.1NRT,296.73,20.78,D
30.82253,-87.176,313.53,2.02,1.39,2025-04-21,1601,T,61,6.1NRT,291.87,18.34,D
30.81876,-87.18355,313.1,2.02,1.39,2025-04-21,1601,T,34,6.1NRT,292.75,16.43,D
32.39773,-98.01421,312.5,1.42,1.18,2025-04-21,1601,T,62,6.1NRT,299.31,10.72,D
32.32081,-98.15182,310.79,1.45,1.19,2025-04-21,1601,T,56,6.1NRT,298.02,8.77,D
