latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
20.32052,-76.34124,316.51,1.01,1.01,2025-04-24,1444,T,56,6.1NRT,298.63,6.55,D
20.06155,-75.91747,321.09,1.03,1.02,2025-04-24,1444,T,75,6.1NRT,300.22,12.75,D
40.61032,-75.31579,314.99,1.22,1.1,2025-04-24,1440,T,66,6.1NRT,300.97,11.15,D
40.83104,-79.9407,312.08,2.23,1.45,2025-04-24,1440,T,63,6.1NRT,296.93,20.18,D
39.99837,-77.43488,305.24,1.54,1.22,2025-04-24,1440,T,57,6.1NRT,275.78,10.07,D
39.98756,-77.43636,307.8,1.54,1.22,2025-04-24,1440,T,65,6.1NRT,277.72,13.38,D
26.74484,-77.43164,319.98,1.09,1.04,2025-04-24,1444,T,59,6.1NRT,300.38,9.28,D
26.0644,-80.45438,330.69,1.56,1.23,2025-04-24,1444,T,83,6.1NRT,298.44,42.63,D
18.5339,-102.93467,363.41,1.02,1.01,2025-04-24,1624,T,100,6.1NRT,308.56,88.02,D
17.8064,-98.51154,318.2,1.37,1.16,2025-04-24,1624,T,23,6.1NRT,301.02,11.45,D
18.37563,-102.34122,330.42,1,1,2025-04-24,1624,T,80,6.1NRT,306.77,17.98,D
18.36686,-102.34255,323.82,1,1,2025-04-24,1624,T,72,6.1NRT,307.17,11.15,D
17.78414,-98.4966,321.49,1.38,1.16,2025-04-24,1624,T,39,6.1NRT,303.09,14.8,D
18.46733,-103.25032,318.62,1.04,1.02,2025-04-24,1624,T,51,6.1NRT,307.99,6.85,D
18.02343,-100.20776,319.24,1.1,1.05,2025-04-24,1624,T,54,6.1NRT,305.09,8.02,D
17.8893,-100.2952,317.48,1.1,1.04,2025-04-24,1624,T,53,6.1NRT,304.15,7.18,D
18.03019,-101.29731,316.15,1.02,1.01,2025-04-24,1624,T,39,6.1NRT,299.01,7.35,D
18.27129,-103.16632,324.46,1.03,1.01,2025-04-24,1624,T,72,6.1NRT,305.08,15.15,D
18.2624,-103.16765,327.5,1.03,1.01,2025-04-24,1624,T,76,6.1NRT,303.27,18.29,D
17.84313,-100.66268,318.84,1.06,1.03,2025-04-24,1624,T,32,6.1NRT,304.75,6.57,D
17.82681,-100.61572,325.76,1.07,1.03,2025-04-24,1624,T,59,6.1NRT,306.21,14.24,D
17.81932,-100.62741,334.19,1.07,1.03,2025-04-24,1624,T,83,6.1NRT,303.58,26.72,D
17.62857,-99.86233,323.4,1.16,1.07,2025-04-24,1624,T,77,6.1NRT,292.56,22.98,D
36.21941,-98.24326,318.15,1.01,1,2025-04-24,1620,T,71,6.1NRT,295.04,12.9,D
36.2179,-98.2324,313.67,1.01,1,2025-04-24,1620,T,62,6.1NRT,294.29,9.45,D
36.05205,-99.05118,313.83,1.03,1.02,2025-04-24,1620,T,62,6.1NRT,296.35,7.44,D
35.54131,-98.42113,315.44,1.01,1,2025-04-24,1620,T,73,6.1NRT,294.25,10.91,D
35.49356,-99.86196,325.68,1.08,1.04,2025-04-24,1620,T,76,6.1NRT,294.51,20.48,D
35.4921,-99.85043,317.43,1.08,1.04,2025-04-24,1620,T,67,6.1NRT,292.9,11.17,D
35.48449,-99.86367,314.49,1.08,1.04,2025-04-24,1620,T,48,6.1NRT,293.82,8.4,D
33.98019,-99.21614,311.18,1.02,1.01,2025-04-24,1620,T,61,6.1NRT,297.8,5.47,D
32.97403,-100.24185,334.64,1.06,1.03,2025-04-24,1620,T,86,6.1NRT,295.29,32.51,D
32.97261,-100.23084,316.68,1.06,1.03,2025-04-24,1620,T,67,6.1NRT,294.88,10.43,D
32.34903,-99.97706,312.27,1.03,1.02,2025-04-24,1622,T,68,6.1NRT,292.91,9.07,D
30.98427,-97.63002,315.07,1.04,1.02,2025-04-24,1622,T,69,6.1NRT,293.82,9.65,D
30.66622,-95.77818,317.76,1.25,1.11,2025-04-24,1622,T,74,6.1NRT,292.94,17.65,D
30.99042,-98.02787,321.43,1.02,1.01,2025-04-24,1622,T,0,6.1NRT,290.2,14.39,D
30.58868,-97.17627,311.27,1.09,1.04,2025-04-24,1622,T,32,6.1NRT,293.65,5.72,D
30.58164,-98.70458,316.91,1,1,2025-04-24,1622,T,70,6.1NRT,295.68,9.5,D
30.58015,-98.69444,312.16,1.01,1,2025-04-24,1622,T,58,6.1NRT,295.09,5.66,D
30.53059,-98.72485,312.93,1,1,2025-04-24,1622,T,63,6.1NRT,295.08,6.22,D
30.20031,-98.2524,320.28,1.02,1.01,2025-04-24,1622,T,76,6.1NRT,294.96,14.15,D
30.30777,-99.03567,316.3,1,1,2025-04-24,1622,T,71,6.1NRT,291.65,9.8,D
30.32672,-99.22867,313.93,1,1,2025-04-24,1622,T,49,6.1NRT,294.35,7.55,D
30.32527,-99.2186,323.65,1,1,2025-04-24,1622,T,79,6.1NRT,292.62,16.61,D
30.13027,-98.46175,313.23,1.02,1.01,2025-04-24,1622,T,58,6.1NRT,289.9,8.48,D
30.67505,-109.14694,322.4,3.47,1.75,2025-04-24,1622,T,56,6.1NRT,302.8,62.85,D
27.93191,-107.40534,319.85,2.42,1.5,2025-04-24,1622,T,62,6.1NRT,292.02,44.44,D
24.18189,-106.42132,321.39,1.82,1.32,2025-04-24,1624,T,57,6.1NRT,302.25,23.7,D
24.18028,-106.40613,320.18,1.81,1.32,2025-04-24,1624,T,52,6.1NRT,301.46,21.49,D
24.1447,-106.29137,319.17,1.78,1.31,2025-04-24,1624,T,50,6.1NRT,299.61,17.73,D
22.97419,-99.01547,337,1.1,1.05,2025-04-24,1624,T,87,6.1NRT,300.06,34.27,D
22.97254,-99.00507,322.93,1.1,1.05,2025-04-24,1624,T,70,6.1NRT,297.96,14.24,D
23.71076,-106.07716,324.36,1.69,1.28,2025-04-24,1624,T,71,6.1NRT,309.5,18.37,D
23.08391,-103.90028,319.58,1.21,1.09,2025-04-24,1624,T,34,6.1NRT,305.68,10.09,D
22.8858,-104.94483,323.68,1.38,1.16,2025-04-24,1624,T,66,6.1NRT,310.92,13.75,D
22.51841,-103.37422,338.59,1.12,1.06,2025-04-24,1624,T,66,6.1NRT,276.09,49.22,D
22.44573,-103.30522,329.05,1.12,1.05,2025-04-24,1624,T,56,6.1NRT,297.42,23.84,D
22.08362,-103.14094,320.01,1.09,1.04,2025-04-24,1624,T,31,6.1NRT,297.2,11.04,D
21.42981,-100.77951,325.97,1.01,1,2025-04-24,1624,T,73,6.1NRT,306.8,12.28,D
20.95671,-100.70567,320.83,1.02,1.01,2025-04-24,1624,T,52,6.1NRT,307.26,4.89,D
20.83066,-100.42083,320.87,1.03,1.02,2025-04-24,1624,T,22,6.1NRT,305.75,3.9,D
20.74507,-100.03772,329.81,1.06,1.03,2025-04-24,1624,T,78,6.1NRT,307.19,16.7,D
20.77486,-102.19168,334.02,1.01,1,2025-04-24,1624,T,80,6.1NRT,310.92,20.48,D
20.77355,-102.18231,335.26,1.01,1,2025-04-24,1624,T,81,6.1NRT,311.92,22.32,D
20.58124,-101.1718,328.55,1,1,2025-04-24,1624,T,72,6.1NRT,310.69,14.12,D
20.7705,-102.83105,324.02,1.04,1.02,2025-04-24,1624,T,61,6.1NRT,309.58,7.62,D
20.76272,-103.73582,327.42,1.12,1.06,2025-04-24,1624,T,75,6.1NRT,310.37,13.28,D
20.04773,-99.29212,326.26,1.15,1.07,2025-04-24,1624,T,61,6.1NRT,306.75,13.72,D
20.39171,-102.02821,343.31,1,1,2025-04-24,1624,T,89,6.1NRT,313.6,35.84,D
20.3904,-102.01894,338.67,1,1,2025-04-24,1624,T,85,6.1NRT,309.56,27.91,D
19.97099,-99.51748,320.48,1.13,1.06,2025-04-24,1624,T,45,6.1NRT,306.88,5.67,D
20.20324,-101.11485,320.92,1.01,1,2025-04-24,1624,T,33,6.1NRT,307.06,8.39,D
19.89488,-99.3357,318.19,1.15,1.07,2025-04-24,1624,T,43,6.1NRT,305.7,5.61,D
20.20556,-101.76626,324.28,1,1,2025-04-24,1624,T,49,6.1NRT,311.97,6.1,D
20.33339,-102.93814,329.01,1.04,1.02,2025-04-24,1624,T,74,6.1NRT,311.33,13.22,D
19.31862,-96.4453,321.03,1.8,1.31,2025-04-24,1624,T,70,6.1NRT,298.64,21.68,D
19.30977,-96.45283,321.77,1.8,1.31,2025-04-24,1624,T,67,6.1NRT,298.4,21.48,D
20.35104,-103.41155,337.65,1.08,1.04,2025-04-24,1624,T,80,6.1NRT,306.36,33.99,D
20.34974,-103.40189,342.65,1.08,1.04,2025-04-24,1624,T,88,6.1NRT,314.05,42.03,D
20.04394,-102.11644,325.46,1,1,2025-04-24,1624,T,52,6.1NRT,311.22,11.51,D
19.79414,-100.90906,325.65,1.02,1.01,2025-04-24,1624,T,73,6.1NRT,308.71,10.89,D
18.14691,-91.72889,321.32,4.34,1.92,2025-04-24,1624,T,74,6.1NRT,297.89,103.04,D
18.42163,-93.18958,313.44,3.32,1.72,2025-04-24,1624,T,0,6.1NRT,298.34,36.23,D
19.96775,-102.50335,324.13,1.02,1.01,2025-04-24,1624,T,57,6.1NRT,311.19,9.68,D
18.14275,-91.73656,320.13,4.34,1.92,2025-04-24,1624,T,72,6.1NRT,297.88,94.32,D
18.05198,-91.71606,314.3,4.38,1.93,2025-04-24,1624,T,59,6.1NRT,298.06,42.5,D
19.99651,-103.24105,322.92,1.06,1.03,2025-04-24,1624,T,57,6.1NRT,308.38,8.48,D
18.08191,-91.94869,312.54,4.19,1.9,2025-04-24,1624,T,55,6.1NRT,297.06,40.84,D
18.06425,-91.71857,313.99,4.38,1.93,2025-04-24,1624,T,51,6.1NRT,298.25,40.07,D
18.09249,-91.95168,314.41,4.19,1.9,2025-04-24,1624,T,61,6.1NRT,296.91,53.2,D
19.41791,-99.71371,321.51,1.12,1.06,2025-04-24,1624,T,67,6.1NRT,308.61,5.05,D
19.93834,-103.42665,369.51,1.07,1.03,2025-04-24,1624,T,100,6.1NRT,309.72,116.65,D
19.93701,-103.41669,327.49,1.07,1.03,2025-04-24,1624,T,77,6.1NRT,308.23,18.57,D
19.37671,-99.57177,323.15,1.14,1.06,2025-04-24,1624,T,51,6.1NRT,307.59,7.02,D
19.37506,-99.56131,322.82,1.14,1.06,2025-04-24,1624,T,52,6.1NRT,306.71,7.02,D
19.33394,-99.58559,323.31,1.14,1.06,2025-04-24,1624,T,57,6.1NRT,305.75,7.4,D
18.19477,-93.52856,314.62,3.16,1.68,2025-04-24,1624,T,53,6.1NRT,299.36,28.16,D
18.76636,-96.6619,317.57,1.78,1.31,2025-04-24,1624,T,59,6.1NRT,297.06,12.2,D
18.50966,-95.2588,313.86,2.29,1.47,2025-04-24,1624,T,53,6.1NRT,299.3,19.93,D
18.18892,-93.5055,313.8,3.18,1.69,2025-04-24,1624,T,47,6.1NRT,298.92,26.79,D
19.15191,-99.32159,320.45,1.18,1.08,2025-04-24,1624,T,56,6.1NRT,302.54,14.91,D
19.83389,-104.10544,321.49,1.14,1.07,2025-04-24,1624,T,65,6.1NRT,304.08,8.44,D
19.54799,-102.06338,317.94,1,1,2025-04-24,1624,T,44,6.1NRT,305.2,7.08,D
18.58408,-96.06599,317.99,1.98,1.37,2025-04-24,1624,T,65,6.1NRT,299.75,15.81,D
18.58761,-96.15791,317.71,1.95,1.36,2025-04-24,1624,T,64,6.1NRT,299.14,15.39,D
18.44602,-95.94738,324.7,2.04,1.39,2025-04-24,1624,T,72,6.1NRT,300.26,32.84,D
17.89569,-93.17962,346.42,3.41,1.74,2025-04-24,1624,T,93,6.1NRT,298.74,280.54,D
17.83846,-93.12782,356.7,3.45,1.75,2025-04-24,1624,T,98,6.1NRT,298.54,420.6,D
17.83235,-93.0968,338.52,3.47,1.75,2025-04-24,1624,T,88,6.1NRT,297.89,202.57,D
17.89842,-93.18579,340.76,3.41,1.74,2025-04-24,1624,T,89,6.1NRT,298.76,217.98,D
17.89272,-93.15501,316.99,3.43,1.74,2025-04-24,1624,T,53,6.1NRT,297.63,42.66,D
19.75526,-105.27113,324.09,1.32,1.14,2025-04-24,1624,T,72,6.1NRT,308.13,13.51,D
19.1899,-101.13666,326.16,1.02,1.01,2025-04-24,1624,T,23,6.1NRT,304.23,12.43,D
17.84164,-93.13398,345.62,3.45,1.75,2025-04-24,1624,T,92,6.1NRT,298.45,276.27,D
17.83576,-93.10294,348.03,3.47,1.75,2025-04-24,1624,T,94,6.1NRT,297.83,309.29,D
19.17038,-101.18742,340.69,1.01,1.01,2025-04-24,1624,T,89,6.1NRT,304.46,34.84,D
19.169,-101.17808,330.42,1.01,1.01,2025-04-24,1624,T,54,6.1NRT,307.41,18.69,D
19.16018,-101.17941,355.24,1.01,1.01,2025-04-24,1624,T,97,6.1NRT,306.12,66.29,D
19.15879,-101.17003,325.27,1.01,1.01,2025-04-24,1624,T,75,6.1NRT,306.29,13.06,D
19.25861,-101.9768,323.33,1,1,2025-04-24,1624,T,69,6.1NRT,308.96,9.68,D
19.25728,-101.96759,323.65,1,1,2025-04-24,1624,T,70,6.1NRT,308.11,9.78,D
19.08603,-100.9375,325.15,1.03,1.01,2025-04-24,1624,T,72,6.1NRT,307.36,12.31,D
19.07902,-101.07314,327.02,1.02,1.01,2025-04-24,1624,T,75,6.1NRT,308.68,14.45,D
18.86722,-100.40189,318.75,1.07,1.03,2025-04-24,1624,T,48,6.1NRT,299.52,11.4,D
18.89073,-100.80601,338.67,1.04,1.02,2025-04-24,1624,T,86,6.1NRT,313,27.58,D
19.02189,-102.34045,325.3,1,1,2025-04-24,1624,T,68,6.1NRT,308.08,9.31,D
17.84498,-95.38613,318.78,2.31,1.47,2025-04-24,1624,T,68,6.1NRT,300.75,21.08,D
19.09666,-103.60615,326.85,1.07,1.03,2025-04-24,1624,T,67,6.1NRT,313.06,11.22,D
19.01543,-103.01555,326.78,1.03,1.01,2025-04-24,1624,T,72,6.1NRT,309.55,14.22,D
19.01411,-103.00605,329.44,1.03,1.01,2025-04-24,1624,T,76,6.1NRT,307.56,18.03,D
18.81003,-101.63509,323.49,1,1,2025-04-24,1624,T,62,6.1NRT,307.36,9.12,D
18.80868,-101.62582,328.57,1,1,2025-04-24,1624,T,73,6.1NRT,308.51,14.99,D
18.50013,-100.7278,366.28,1.05,1.02,2025-04-24,1624,T,100,6.1NRT,314.87,96.36,D
18.49868,-100.71813,341.04,1.05,1.02,2025-04-24,1624,T,88,6.1NRT,312.18,32.44,D
18.49118,-100.72929,378.7,1.05,1.02,2025-04-24,1624,T,100,6.1NRT,313.48,141.31,D
18.48973,-100.71962,354.77,1.05,1.02,2025-04-24,1624,T,97,6.1NRT,311.42,60.81,D
18.48223,-100.73074,335.13,1.05,1.02,2025-04-24,1624,T,82,6.1NRT,310.3,21.42,D
18.74589,-102.6653,333.3,1.01,1.01,2025-04-24,1624,T,82,6.1NRT,307,25.16,D
18.74458,-102.65601,317.47,1.01,1.01,2025-04-24,1624,T,30,6.1NRT,304.77,7.15,D
18.74326,-102.6466,327.28,1.01,1,2025-04-24,1624,T,74,6.1NRT,304.66,18.03,D
18.44207,-100.70771,326.9,1.05,1.02,2025-04-24,1624,T,70,6.1NRT,309.11,11.31,D
18.44057,-100.69786,330.28,1.05,1.02,2025-04-24,1624,T,76,6.1NRT,309.34,16.21,D
18.43162,-100.69938,385.04,1.05,1.02,2025-04-24,1624,T,87,6.1NRT,310.59,171.87,D
18.43013,-100.68961,338.59,1.05,1.02,2025-04-24,1624,T,74,6.1NRT,306.57,27.79,D
18.72175,-102.89404,322.15,1.02,1.01,2025-04-24,1624,T,66,6.1NRT,306.15,10.17,D
18.72045,-102.88472,342.88,1.02,1.01,2025-04-24,1624,T,90,6.1NRT,308.54,39.8,D
18.71294,-102.89552,338.85,1.02,1.01,2025-04-24,1624,T,87,6.1NRT,305.63,32.52,D
18.71163,-102.88615,371.85,1.02,1.01,2025-04-24,1624,T,100,6.1NRT,310.53,115.73,D
18.57663,-102.31061,331.87,1,1,2025-04-24,1624,T,80,6.1NRT,309.1,19.43,D
18.2265,-99.97015,321.45,1.12,1.06,2025-04-24,1624,T,44,6.1NRT,305.38,10.93,D
18.70703,-103.38689,316.78,1.05,1.02,2025-04-24,1624,T,25,6.1NRT,304.58,5.75,D
18.64332,-103.1235,323.25,1.03,1.01,2025-04-24,1624,T,55,6.1NRT,309.54,11.86,D
18.21286,-100.29749,320.85,1.09,1.04,2025-04-24,1624,T,28,6.1NRT,303.92,6.46,D
18.6325,-103.30938,323.79,1.04,1.02,2025-04-24,1624,T,70,6.1NRT,304.63,13.51,D
18.18089,-100.27191,324.12,1.09,1.04,2025-04-24,1624,T,35,6.1NRT,307.53,9.08,D
49.77343,-99.5485,319.72,1.51,1.21,2025-04-24,1618,T,80,6.1NRT,292.58,28.1,D
48.2605,-101.03486,309.56,1.72,1.29,2025-04-24,1618,T,64,6.1NRT,294.21,10.35,D
48.1936,-102.17847,309.33,1.97,1.37,2025-04-24,1618,T,53,6.1NRT,293.41,13.25,D
40.6581,-91.51587,311.84,1.39,1.17,2025-04-24,1620,T,67,6.1NRT,284.44,14.84,D
40.69075,-92.03544,302.9,1.3,1.13,2025-04-24,1620,T,28,6.1NRT,272.01,8.13,D
40.68805,-92.02068,327.24,1.31,1.13,2025-04-24,1620,T,69,6.1NRT,272.73,38.58,D
47.97974,-111.56059,316.86,1.61,1.25,2025-04-24,1754,T,55,6.1NRT,296.83,18.05,D
47.97551,-111.54031,315.23,1.61,1.25,2025-04-24,1754,T,48,6.1NRT,297.48,14.81,D
47.96919,-111.56548,323.25,1.61,1.25,2025-04-24,1754,T,82,6.1NRT,297.46,30.58,D
48.37907,-114.32604,302.41,1.2,1.09,2025-04-24,1754,T,40,6.1NRT,291.92,4.6,D
48.31643,-114.39052,314.99,1.19,1.09,2025-04-24,1754,T,70,6.1NRT,294.79,12.93,D
48.60959,-117.67398,302.48,1,1,2025-04-24,1754,T,51,6.1NRT,290.83,4.81,D
47.59368,-112.34899,309.72,1.51,1.21,2025-04-24,1754,T,55,6.1NRT,295.18,8.76,D
48.5932,-118.59476,303.6,1,1,2025-04-24,1754,T,42,6.1NRT,290.02,5.22,D
47.57925,-114.12787,308.32,1.26,1.11,2025-04-24,1754,T,51,6.1NRT,292.61,6.57,D
48.2255,-118.22617,303.05,1,1,2025-04-24,1754,T,55,6.1NRT,292.33,4.7,D
48.22355,-119.06171,306.01,1.01,1,2025-04-24,1754,T,52,6.1NRT,295.67,4.68,D
48.28794,-120.18195,321.49,1.04,1.02,2025-04-24,1754,T,67,6.1NRT,294.88,16,D
48.27909,-120.18481,324.84,1.04,1.02,2025-04-24,1754,T,83,6.1NRT,295.08,20.32,D
48.27741,-120.17149,322.03,1.04,1.02,2025-04-24,1754,T,81,6.1NRT,294.96,16.74,D
46.16102,-119.11521,307.08,1,1,2025-04-24,1754,T,31,6.1NRT,296.13,3.04,D
45.84845,-121.46915,309.2,1.07,1.03,2025-04-24,1756,T,65,6.1NRT,293.22,8.29,D
45.90722,-122.6003,305.36,1.16,1.07,2025-04-24,1756,T,61,6.1NRT,293.94,5.9,D
44.97035,-116.18932,306.86,1.16,1.07,2025-04-24,1756,T,54,6.1NRT,287,11.42,D
45.22596,-123.16405,309.75,1.2,1.09,2025-04-24,1756,T,62,6.1NRT,295.38,8.63,D
44.1667,-117.19142,316.8,1.1,1.05,2025-04-24,1756,T,74,6.1NRT,302.13,8.74,D
43.60101,-116.56084,310.59,1.18,1.08,2025-04-24,1756,T,33,6.1NRT,296.95,3.74,D
43.81818,-118.31778,350.23,1.04,1.02,2025-04-24,1756,T,95,6.1NRT,300.54,61.11,D
43.81625,-118.30564,364.33,1.04,1.02,2025-04-24,1756,T,100,6.1NRT,302.72,99.43,D
44.24492,-121.55137,313.47,1.04,1.02,2025-04-24,1756,T,71,6.1NRT,286.18,11.75,D
44.2433,-121.53872,307.47,1.04,1.02,2025-04-24,1756,T,58,6.1NRT,286.61,6.76,D
44.02134,-121.46131,310.16,1.04,1.02,2025-04-24,1756,T,51,6.1NRT,290.29,8.78,D
44.01973,-121.44888,311.89,1.04,1.02,2025-04-24,1756,T,66,6.1NRT,292.75,9.26,D
44.01246,-121.46346,355.41,1.04,1.02,2025-04-24,1756,T,98,6.1NRT,293.03,76.96,D
44.01086,-121.45103,344.58,1.04,1.02,2025-04-24,1756,T,93,6.1NRT,293.22,51.76,D
42.007,-121.65424,301.18,1.02,1.01,2025-04-24,1756,T,0,6.1NRT,270.6,5.34,D
41.28445,-121.9892,314.25,1.02,1.01,2025-04-24,1756,T,68,6.1NRT,289.81,10.84,D
41.27563,-121.99125,364.1,1.02,1.01,2025-04-24,1756,T,100,6.1NRT,293.33,98.86,D
41.27405,-121.97942,318.41,1.02,1.01,2025-04-24,1756,T,78,6.1NRT,292.72,14.24,D
39.88352,-121.60108,323.46,1,1,2025-04-24,1756,T,82,6.1NRT,285.46,22.21,D
39.7973,-121.98631,303.89,1.01,1,2025-04-24,1756,T,49,6.1NRT,291.94,3.9,D
39.7659,-122.08768,310.21,1.01,1.01,2025-04-24,1756,T,69,6.1NRT,292.02,6.83,D
39.71061,-122.09433,308.64,1.01,1.01,2025-04-24,1756,T,67,6.1NRT,293.94,6.67,D
39.70905,-122.0829,308.51,1.01,1.01,2025-04-24,1756,T,67,6.1NRT,293.69,6.87,D
39.54236,-122.2151,309.25,1.01,1.01,2025-04-24,1756,T,63,6.1NRT,286.12,7.54,D
38.41362,-120.43244,301.37,1.03,1.01,2025-04-24,1756,T,46,6.1NRT,284.93,5.08,D
38.28757,-120.52244,313.94,1.03,1.01,2025-04-24,1756,T,74,6.1NRT,290.23,12.26,D
38.1907,-121.22903,314.27,1,1,2025-04-24,1756,T,75,6.1NRT,297.42,7.47,D
37.24942,-119.20725,325.62,1.15,1.07,2025-04-24,1758,T,0,6.1NRT,279.41,29.89,D
35.26194,-111.84408,314.86,3.47,1.75,2025-04-24,1758,T,54,6.1NRT,294.18,71.43,D
35.25373,-111.80949,317.92,3.49,1.76,2025-04-24,1758,T,65,6.1NRT,290.87,88.54,D
30.40981,-115.91154,312.4,2.46,1.51,2025-04-24,1758,T,0,6.1NRT,295.18,15.08,D
30.40475,-115.88731,312.46,2.47,1.51,2025-04-24,1758,T,43,6.1NRT,298.07,14.73,D
19.41855,-155.2708,336.29,1.45,1.19,2025-04-24,1942,T,44,6.1NRT,313.34,51.03,D
19.40969,-155.28545,367.78,1.45,1.19,2025-04-24,1942,T,100,6.1NRT,328.38,169.48,D
19.40811,-155.27214,360.24,1.45,1.19,2025-04-24,1942,T,100,6.1NRT,325.19,132.78,D
19.39923,-155.28671,345.9,1.45,1.19,2025-04-24,1942,T,93,6.1NRT,312.46,73.43,D
37.53194,-75.89086,316.65,1.24,1.11,2025-04-24,1900,A,70,6.1NRT,290.58,17.22,D
39.82924,-74.2431,321.6,1.03,1.01,2025-04-24,1902,A,80,6.1NRT,294.18,12.52,D
39.82741,-74.25468,331.79,1.03,1.01,2025-04-24,1902,A,87,6.1NRT,296.48,24.64,D
39.99623,-77.42663,343.28,1.33,1.14,2025-04-24,1902,A,92,6.1NRT,298.26,66.07,D
39.99336,-77.44185,391.71,1.33,1.14,2025-04-24,1902,A,100,6.1NRT,307.68,306.2,D
40.00596,-77.43026,317.68,1.33,1.14,2025-04-24,1902,A,63,6.1NRT,293.63,15.87,D
40.00314,-77.44529,412.07,1.33,1.14,2025-04-24,1902,A,100,6.1NRT,304.58,497.52,D
40.00029,-77.46043,336.26,1.33,1.14,2025-04-24,1902,A,89,6.1NRT,296.92,47.19,D
40.06805,-77.26373,340.46,1.3,1.13,2025-04-24,1902,A,91,6.1NRT,297.18,59.41,D
40.06535,-77.27841,318.48,1.3,1.13,2025-04-24,1902,A,74,6.1NRT,296.2,18.2,D
41.67607,-70.55104,343.82,1.15,1.07,2025-04-24,1902,A,93,6.1NRT,296.58,56.17,D
41.67443,-70.56444,309.92,1.15,1.07,2025-04-24,1902,A,24,6.1NRT,295.12,6.2,D
41.68176,-70.54419,321.05,1.15,1.07,2025-04-24,1902,A,73,6.1NRT,295.07,20.49,D
41.68016,-70.55761,328.36,1.15,1.07,2025-04-24,1902,A,84,6.1NRT,296.69,29.86,D
41.44967,-78.11962,321.55,1.34,1.15,2025-04-24,1902,A,73,6.1NRT,294.12,25.9,D
43.18818,-78.37298,303.54,1.28,1.12,2025-04-24,1902,A,35,6.1NRT,286.63,4.75,D
45.16296,-74.72056,307.02,1,1,2025-04-24,1902,A,47,6.1NRT,293,4.46,D
42.6952,-88.67511,316.96,4.82,2,2025-04-24,1902,A,76,6.1NRT,291.26,120.47,D
42.69554,-88.67835,318.74,4.82,2,2025-04-24,1902,A,72,6.1NRT,291.13,126.55,D
18.89499,-69.87423,310.75,1.16,1.07,2025-04-24,1856,A,57,6.1NRT,298.29,5.56,D
19.58465,-71.91764,314.23,1.5,1.21,2025-04-24,1858,A,60,6.1NRT,298.57,11.66,D
20.67162,-76.45046,320.35,3.09,1.67,2025-04-24,1858,A,65,6.1NRT,300.71,35.75,D
20.69172,-76.4256,332.47,3.08,1.67,2025-04-24,1858,A,85,6.1NRT,300.7,102.88,D
20.68604,-76.45379,346.39,3.09,1.67,2025-04-24,1858,A,93,6.1NRT,299.02,224.09,D
20.84019,-76.1507,319.29,2.91,1.63,2025-04-24,1858,A,69,6.1NRT,296.73,42.63,D
21.12972,-76.55843,321.41,3.08,1.67,2025-04-24,1858,A,74,6.1NRT,298.28,56.13,D
21.15223,-77.43176,316.12,3.57,1.77,2025-04-24,1858,A,65,6.1NRT,293.62,54.72,D
21.40187,-78.09274,314.38,3.95,1.85,2025-04-24,1858,A,61,6.1NRT,294.17,59.39,D
21.49042,-77.74738,313.36,3.71,1.8,2025-04-24,1858,A,34,6.1NRT,293.73,30.85,D
21.57011,-77.80769,343.89,3.73,1.81,2025-04-24,1858,A,87,6.1NRT,296.04,292.56,D
21.56308,-77.84158,320.45,3.75,1.81,2025-04-24,1858,A,63,6.1NRT,292.63,74.04,D
21.56434,-77.81291,338.21,3.73,1.81,2025-04-24,1858,A,89,6.1NRT,295.29,220.88,D
21.5799,-77.81664,324.84,3.73,1.81,2025-04-24,1858,A,64,6.1NRT,296.49,105.48,D
21.79778,-78.6535,317.17,4.25,1.91,2025-04-24,1858,A,57,6.1NRT,295.6,63.46,D
21.80295,-78.6625,315.49,4.25,1.91,2025-04-24,1858,A,52,6.1NRT,295.62,58.15,D
26.07133,-80.45737,320.69,4.5,1.95,2025-04-24,1900,A,73,6.1NRT,295.01,120.57,D
26.07399,-80.46243,320.53,4.5,1.95,2025-04-24,1900,A,73,6.1NRT,294.86,113.24,D
17.69084,-88.70767,322.75,1.25,1.11,2025-04-24,2034,A,39,6.1NRT,303.69,12.97,D
17.70059,-88.70906,336.31,1.25,1.11,2025-04-24,2034,A,87,6.1NRT,304.13,35.63,D
17.71034,-88.71047,349.96,1.25,1.11,2025-04-24,2034,A,95,6.1NRT,300.69,71.01,D
17.54531,-90.91871,350.39,1.02,1.01,2025-04-24,2034,A,95,6.1NRT,312.68,50.78,D
17.55019,-90.94798,324.96,1.02,1.01,2025-04-24,2034,A,51,6.1NRT,310.42,9.4,D
17.56166,-90.93076,336,1.02,1.01,2025-04-24,2034,A,86,6.1NRT,307.35,23.09,D
17.56034,-90.94006,322.87,1.02,1.01,2025-04-24,2034,A,21,6.1NRT,307.98,6.82,D
17.59611,-90.8791,326.98,1.02,1.01,2025-04-24,2034,A,75,6.1NRT,310.43,10.96,D
17.63392,-90.7473,328.86,1.03,1.01,2025-04-24,2034,A,69,6.1NRT,302.92,16.95,D
17.63261,-90.75668,361.74,1.03,1.01,2025-04-24,2034,A,100,6.1NRT,308.24,83.26,D
17.64148,-90.75806,337.59,1.03,1.01,2025-04-24,2034,A,87,6.1NRT,303.68,29.87,D
